Departamento,Municipio,Operadora,Contrato,Campo,Date,Aceite
PUTUMAYO,,ECOPETROL S.A.,ORITO,SUCIO,2013-02-01,84.96428571
PUTUMAYO,,ECOPETROL S.A.,ORITO,SUCIO,2013-03-01,90.19354839
PUTUMAYO,,ECOPETROL S.A.,ORITO,SUCIO,2013-04-01,87.86666667
PUTUMAYO,,ECOPETROL S.A.,ORITO,SUCIO,2013-05-01,94.58064516
PUTUMAYO,,ECOPETROL S.A.,ORITO,SUCIO,2013-06-01,69.26666667
PUTUMAYO,,ECOPETROL S.A.,ORITO,SUCIO,2013-07-01,0
PUTUMAYO,,ECOPETROL S.A.,ORITO,SUCIO,2013-08-01,53.51612903
PUTUMAYO,,ECOPETROL S.A.,ORITO,SUCIO,2013-09-01,9.033333333
PUTUMAYO,,ECOPETROL S.A.,ORITO,SUCIO,2013-10-01,50.70967742
PUTUMAYO,,ECOPETROL S.A.,ORITO,SUCIO,2013-11-01,42.1
PUTUMAYO,,ECOPETROL S.A.,ORITO,SUCIO,2013-12-01,40.58064516
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MARANTA,AGAPANTO,2014-01-01,0
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MARANTA,AGAPANTO,2014-02-01,74.28571429
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MARANTA,AGAPANTO,2014-03-01,153.7419355
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MARANTA,AGAPANTO,2014-04-01,239.1333333
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MARANTA,AGAPANTO,2014-05-01,184.7741935
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MARANTA,AGAPANTO,2014-06-01,326.4666667
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MARANTA,AGAPANTO,2014-07-01,269.5483871
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MARANTA,AGAPANTO,2014-08-01,248.0322581
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MARANTA,AGAPANTO,2014-09-01,233.2333333
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MARANTA,AGAPANTO,2014-10-01,222.0322581
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MIRTO E&P,MIRTO,2014-01-01,20.80645161
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MIRTO E&P,MIRTO,2014-02-01,598.4642857
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MIRTO E&P,MIRTO,2014-03-01,490.2580645
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MIRTO E&P,MIRTO,2014-04-01,534.4
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MIRTO E&P,MIRTO,2014-05-01,523
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MIRTO E&P,MIRTO,2014-06-01,746.3
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MIRTO E&P,MIRTO,2014-07-01,653.0322581
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MIRTO E&P,MIRTO,2014-08-01,618.5806452
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MIRTO E&P,MIRTO,2014-09-01,569.0666667
PUTUMAYO,,EMERALD ENERGY  DE COLOMBIA PLC,MIRTO E&P,MIRTO,2014-10-01,538.9354839
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-01-01,113.6451613
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-02-01,18.57142857
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-03-01,0
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-04-01,207.4666667
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-05-01,708.0967742
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-06-01,592.4333333
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-07-01,236.7096774
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-08-01,18
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-09-01,0
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-10-01,0
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-11-01,0
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,2013-12-01,0
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-01-01,652.2258065
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-02-01,594.6428571
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-03-01,407.0967742
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-04-01,330.3333333
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-05-01,306.1290323
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-06-01,614.4666667
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-07-01,277.1290323
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-08-01,48.74193548
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-09-01,0
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-10-01,0
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-11-01,0
PUTUMAYO,,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,2013-12-01,0
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-01-01,18147.06452
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-02-01,19250.42857
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-03-01,19620.03226
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-04-01,18380.86667
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-05-01,19422.90323
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-06-01,19144.63333
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-07-01,19774.29032
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-08-01,19453.77419
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-09-01,17617.33333
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-10-01,18106.06452
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-11-01,17879.53333
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2013-12-01,16687.74194
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2014-01-01,17736.48387
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2014-02-01,16910.89286
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2014-03-01,16696.87097
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2014-04-01,17503.26667
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2014-05-01,16401.35484
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2014-06-01,17900.36667
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2014-07-01,17368.41935
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2014-08-01,16730.19355
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2014-09-01,15395.1
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2014-10-01,14204.29032
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-01-01,3094.483871
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-02-01,3359.25
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-03-01,3695.967742
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-04-01,4096.4
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-05-01,3082.096774
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-06-01,4219.666667
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-07-01,4485.225806
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-08-01,4090.419355
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-09-01,4352.8
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-10-01,4249.774194
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-11-01,4237.833333
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2013-12-01,4803.064516
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2014-01-01,4469.032258
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2014-02-01,4528.035714
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2014-03-01,4872.387097
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2014-04-01,5215.566667
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2014-05-01,5226.032258
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2014-06-01,5224.466667
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2014-07-01,5321.516129
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2014-08-01,5269.290323
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2014-09-01,5462.433333
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,2014-10-01,4847.032258
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-01-01,1055.83871
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-02-01,891.7857143
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-03-01,1204.870968
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-04-01,1216.9
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-05-01,1262.806452
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-06-01,1290.366667
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-07-01,1248.419355
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-08-01,1222.225806
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-09-01,1179.6
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-10-01,1120.258065
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-11-01,985.4333333
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2013-12-01,938.1612903
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2014-01-01,938.1935484
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2014-02-01,945.3571429
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2014-03-01,849.3225806
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2014-04-01,813.6666667
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2014-05-01,742.6129032
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2014-06-01,579.8333333
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2014-07-01,532.2258065
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2014-08-01,681.5483871
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2014-09-01,684.2666667
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,2014-10-01,659.3870968
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-01-01,20.48387097
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-02-01,10.5
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-03-01,0.903225806
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-04-01,0
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-05-01,0
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-06-01,0
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-07-01,0
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-08-01,0
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-09-01,0
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-10-01,0
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-11-01,0
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,Linda,2013-12-01,0
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-01-01,228.483871
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-02-01,226.0714286
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-03-01,209.3548387
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-04-01,208.4
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-05-01,207.7419355
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-06-01,195.8333333
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-07-01,193.5483871
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-08-01,183.2258065
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-09-01,147.9
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-10-01,138.2903226
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-11-01,94.26666667
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2013-12-01,86.80645161
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2014-01-01,100.1612903
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2014-02-01,121.9285714
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2014-03-01,155.1612903
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2014-04-01,168.0333333
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2014-05-01,166.3225806
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2014-06-01,167.7333333
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2014-07-01,161.8709677
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2014-08-01,157.2258065
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2014-09-01,169.8666667
PUTUMAYO,,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,2014-10-01,174.516129
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,COHEMBI,2014-01-01,10705.58065
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,COHEMBI,2014-02-01,11854.53571
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,COHEMBI,2014-03-01,11813.25806
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,COHEMBI,2014-04-01,10751.6
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,COHEMBI,2014-05-01,4315.193548
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,COHEMBI,2014-06-01,9726.2
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,COHEMBI,2014-07-01,1617.516129
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,COHEMBI,2014-08-01,334.1612903
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,COHEMBI,2014-09-01,5519.4
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,COHEMBI,2014-10-01,9881.096774
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUILLACINGA,2014-01-01,1887.806452
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUILLACINGA,2014-02-01,1365.285714
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUILLACINGA,2014-03-01,1095.806452
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUILLACINGA,2014-04-01,1990.3
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUILLACINGA,2014-05-01,285.2903226
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUILLACINGA,2014-06-01,832.6
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUILLACINGA,2014-07-01,286.6774194
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUILLACINGA,2014-08-01,0
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUILLACINGA,2014-09-01,375.6333333
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUILLACINGA,2014-10-01,1810.096774
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUINDE,2014-01-01,254.2258065
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUINDE,2014-02-01,1518.178571
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUINDE,2014-03-01,2636.322581
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUINDE,2014-04-01,2694.966667
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUINDE,2014-05-01,3823.741935
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUINDE,2014-06-01,4451.933333
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUINDE,2014-07-01,2020.16129
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUINDE,2014-08-01,7190.903226
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUINDE,2014-09-01,4049.1
PUTUMAYO,,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUINDE,2014-10-01,2809.096774
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",Burdine,2014-01-01,47.64516129
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",Burdine,2014-02-01,98.46428571
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",Burdine,2014-03-01,116.8709677
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",Burdine,2014-04-01,113.1333333
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",Burdine,2014-05-01,29.83870968
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",Burdine,2014-06-01,57.36666667
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",Burdine,2014-07-01,80.41935484
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",Burdine,2014-08-01,36
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",Burdine,2014-09-01,67.76666667
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",Burdine,2014-10-01,71.93548387
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",NANCY,2014-01-01,121.8709677
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",NANCY,2014-02-01,381.6428571
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",NANCY,2014-03-01,380.9354839
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",NANCY,2014-04-01,389.8666667
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",NANCY,2014-05-01,132.8064516
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",NANCY,2014-06-01,357.1333333
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",NANCY,2014-07-01,287.3870968
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",NANCY,2014-08-01,178.0645161
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",NANCY,2014-09-01,207.1333333
PUTUMAYO,,UNION TEMPORAL II&B,"CDND/I NANCY, BURDINE, MAXINE",NANCY,2014-10-01,380.7419355
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-01-01,117.483871
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-02-01,2.25
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-03-01,0
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-04-01,67.66666667
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-05-01,34.80645161
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-06-01,8.1
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-07-01,40.38709677
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-08-01,42.38709677
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-09-01,6.5
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-10-01,0
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-11-01,0
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,Burdine,2013-12-01,74.38709677
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-01-01,376.8709677
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-02-01,375.2857143
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-03-01,340
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-04-01,368.1
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-05-01,329
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-06-01,116.3666667
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-07-01,13.03225806
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-08-01,181.4193548
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-09-01,31.43333333
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-10-01,7.741935484
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-11-01,0
PUTUMAYO,,UNION TEMPORAL II&B,NANCY-BURDINE-MAXINE,NANCY,2013-12-01,0
